,cleaned_message,urgent_cos_sim,non_urgent_cos_sim,urgent,text,username,coordinates,lat,long,geometry
4278,med medical block se harney st portland portland fire rp pdx,0.14347618992563832,0.13761127344788607,1,"MED - MEDICAL at 8200 BLOCK OF SE HARNEY ST, PORTLAND, OR [Portland Fire #RP18000094226] 12:55 #pdx911",Mult Co Fire/EMS log,"(39.60592607599174, -121.654586729794)",39.60592607599174,-121.654586729794,POINT (-121.654586729794 39.60592607599174)
4279,feeling rather androgynous lately androgynous paradise nevada,0.13783418869515535,0.13219408284972606,1,"Feeling rather androgynous lately... 
#androgynous @ Paradise, Nevada https://www.instagram.com/p/BqLVvOanzMp/?utm_source=ig_twitter_share&igshid=1w3f10srgsb2q …",Just Lish.,"(39.69919062399079, -121.56798766106247)",39.69919062399079,-121.56798766106247,POINT (-121.5679876610625 39.69919062399079)
4280,med medical block sw th ave portland portland fire rp pdx,0.1479792081896542,0.1381163624739851,1,"MED - MEDICAL at 500 BLOCK OF SW 13TH AVE, PORTLAND, OR [Portland Fire #RP18000094231] 13:08 #pdx911",Mult Co Fire/EMS log,"(39.6962512049274, -121.59030284833719)",39.6962512049274,-121.59030284833719,POINT (-121.5903028483372 39.6962512049274)
4281,med medical block se rd ave portland portland fire rp pdx,0.1460776103834898,0.1360707980327644,1,"MED - MEDICAL at 6400 BLOCK OF SE 23RD AVE, PORTLAND, OR [Portland Fire #RP18000094228] 12:59 #pdx911",Mult Co Fire/EMS log,"(39.75349261039559, -121.59948416168714)",39.75349261039559,-121.59948416168714,POINT (-121.5994841616871 39.75349261039559)
4282,med medical sw oak st sw naito pkwy portland portland fire rp pdx,0.14926796518483845,0.14240510112378524,1,"MED - MEDICAL at SW OAK ST / SW NAITO PKWY, PORTLAND, OR [Portland Fire #RP18000094237] 13:29 #pdx911",Mult Co Fire/EMS log,"(39.811720103926405, -121.65062868286293)",39.811720103926405,-121.65062868286293,POINT (-121.6506286828629 39.8117201039264)
4283,med medical block n burr ave portland portland fire rp pdx,0.14588986162468934,0.13536945186497376,1,"MED - MEDICAL at 9100 BLOCK OF N BURR AVE, PORTLAND, OR [Portland Fire #RP18000094225] 12:49 #pdx911",Mult Co Fire/EMS log,"(39.7478884044741, -121.60812201965584)",39.7478884044741,-121.60812201965584,POINT (-121.6081220196558 39.7478884044741)
4284,med medical block se center st portland portland fire rp pdx,0.14490626451903085,0.14174686776372852,1,"MED - MEDICAL at 14900 BLOCK OF SE CENTER ST, PORTLAND, OR [Portland Fire #RP18000094222] 12:45 #pdx911",Mult Co Fire/EMS log,"(39.77112954095915, -121.5968922573207)",39.77112954095915,-121.5968922573207,POINT (-121.5968922573207 39.77112954095915)
4285,med medical block se alder st portland portland fire rp pdx,0.14439388024746733,0.14049873538706942,1,"MED - MEDICAL at 16000 BLOCK OF SE ALDER ST, PORTLAND, OR [Portland Fire #RP18000094234] 13:22 #pdx911",Mult Co Fire/EMS log,"(39.942758454669494, -121.52986595996033)",39.942758454669494,-121.52986595996033,POINT (-121.5298659599603 39.94275845466949)
4286,raising money people affected fire robinthicke lost house rebuild came answer phone help people leave lost everything,0.14571371710163494,0.14418401434439254,1,"We are raising money for people affected by the fires. @robinthicke lost his house, and he can rebuild. He came out to answer phones and help people who leave lost everything. 
We are… https://www.instagram.com/p/BqLTKVMhli2/?utm_source=ig_twitter_share&igshid=ac26xnoynbot …",Suzanne Marques,"(39.932852222671876, -121.63617469092675)",39.932852222671876,-121.63617469092675,POINT (-121.6361746909268 39.93285222267188)
4287,med medical block se th ave portland portland fire rp pdx,0.14841589830592247,0.14002555460286728,1,"MED - MEDICAL at 1400 BLOCK OF SE 100TH AVE, PORTLAND, OR [Portland Fire #RP18000094230] 13:06 #pdx911",Mult Co Fire/EMS log,"(39.73507284261872, -121.74342672739125)",39.73507284261872,-121.74342672739125,POINT (-121.7434267273913 39.73507284261872)
4288,friday night hour fled home back yard fire fire miracle woman conference best conference date thankful braved,0.14314202092162506,0.13117683550131334,1,Friday night a few hours after we fled our home with back yard on fire  we had an on fire  Miracles Women’s Conference. Our best conference to date! So thankful for all that Braved… https://www.instagram.com/p/BqLRfn9huDo/?utm_source=ig_twitter_share&igshid=14gznuiclh4xd …,Desiree Ayres,"(39.803434653665605, -121.56329469369732)",39.803434653665605,-121.56329469369732,POINT (-121.5632946936973 39.8034346536656)
4289,med medical block nw th ave portland portland fire rp pdx,0.14822980692148768,0.1355309489817844,1,"MED - MEDICAL at 100 BLOCK OF NW 6TH AVE, PORTLAND, OR [Portland Fire #RP18000094236] 13:27 #pdx911",Mult Co Fire/EMS log,"(39.579419648011914, -121.53112487849461)",39.579419648011914,-121.53112487849461,POINT (-121.5311248784946 39.57941964801191)
4290,couple adopted year old veteran town burned camp fire,0.14872382050217942,0.14221023758572848,1,Couple ‘Adopted’ 93-Year-Old Veteran after His Town Burned in Camp Fire http://bit.ly/2K3aWtv ,FOX40 News,"(39.7696305438203, -121.58747113462252)",39.7696305438203,-121.58747113462252,POINT (-121.5874711346225 39.7696305438203)
4291,med medical block se powell blvd portland portland fire rp pdx,0.14568828761067334,0.1334844719900355,1,"MED - MEDICAL at 13000 BLOCK OF SE POWELL BLVD, PORTLAND, OR [Portland Fire #RP18000094216] 12:32 #pdx911",Mult Co Fire/EMS log,"(39.71522188190335, -121.70548568213859)",39.71522188190335,-121.70548568213859,POINT (-121.7054856821386 39.71522188190335)
4292,med medical block nw couch st portland portland fire rp pdx,0.1450952992219042,0.13538329551000958,1,"MED - MEDICAL at 600 BLOCK OF NW COUCH ST, PORTLAND, OR [Portland Fire #RP18000094223] 12:46 #pdx911",Mult Co Fire/EMS log,"(39.77890049162157, -121.80889637368226)",39.77890049162157,-121.80889637368226,POINT (-121.8088963736823 39.77890049162157)
4293,med medical block nw th ave portland portland fire rp pdx,0.14822980692148768,0.1355309489817844,1,"MED - MEDICAL at 100 BLOCK OF NW 6TH AVE, PORTLAND, OR [Portland Fire #RP18000094219] 12:40 #pdx911",Mult Co Fire/EMS log,"(39.670519547038666, -121.75207911197946)",39.670519547038666,-121.75207911197946,POINT (-121.7520791119795 39.67051954703867)
4294,fire control lane open grapevine nb smokey bear rd stopped traffic back vista del lago rd,0.14363312502775605,0.13229035689392302,1,"The fire is under control and all lanes are open. in #Grapevine on I-5 NB after Smokey Bear Rd, stopped traffic back to Vista Del Lago Rd",Total Traffic LA,"(39.80439431271355, -121.76312788508123)",39.80439431271355,-121.76312788508123,POINT (-121.7631278850812 39.80439431271355)
4295,med medical nw hoyt st nw broadway portland portland fire rp pdx,0.13967779327136354,0.13089935067154107,1,"MED - MEDICAL at NW HOYT ST / NW BROADWAY, PORTLAND, OR [Portland Fire #RP18000094220] 12:42 #pdx911",Mult Co Fire/EMS log,"(39.583392136271414, -121.72889588062347)",39.583392136271414,-121.72889588062347,POINT (-121.7288958806235 39.58339213627141)
4296,fire relief fund phonebank live cbsla ramsnfl unitedway call text visit url donatenow cbs los angeles,0.14982899568026253,0.14399198871260147,1,"Fire Relief Fund #phonebank is LIVE now @cbsla @RamsNFL @unitedway Call, text or visit the URL to #donatenow @ CBS Los Angeles https://www.instagram.com/p/BqLP002jvwm/?utm_source=ig_twitter_share&igshid=ipemsvgvo4h0 …",Otto Petersen,"(39.960127954287834, -121.6058085294358)",39.960127954287834,-121.6058085294358,POINT (-121.6058085294358 39.96012795428783)
4297,left lane closed fire grapevine nb smokey bear rd stopped traffic back vista del lago rd,0.144444318273259,0.1342623289665449,1,"The left lane is closed because of a fire. in #Grapevine on I-5 NB after Smokey Bear Rd, stopped traffic back to Vista Del Lago Rd",Total Traffic LA,"(39.6633085009464, -121.45803708338056)",39.6633085009464,-121.45803708338056,POINT (-121.4580370833806 39.6633085009464)
4298,med medical block n berkeley ave portland portland fire rp pdx,0.1462075491432473,0.13292649563666664,1,"MED - MEDICAL at 9200 BLOCK OF N BERKELEY AVE, PORTLAND, OR [Portland Fire #RP18000094208] 12:03 #pdx911",Mult Co Fire/EMS log,"(39.79036132097691, -121.72914204874542)",39.79036132097691,-121.72914204874542,POINT (-121.7291420487454 39.79036132097691)
4299,med medical block ne th ave portland portland fire rp pdx,0.14870067712941598,0.1374521647996507,1,"MED - MEDICAL at 4600 BLOCK OF NE 95TH AVE, PORTLAND, OR [Portland Fire #RP18000094211] 12:13 #pdx911",Mult Co Fire/EMS log,"(39.766363523617045, -121.6012241266184)",39.766363523617045,-121.6012241266184,POINT (-121.6012241266184 39.76636352361704)
4300,left lane closed fire grapevine nb smokey bear rd latraffic,0.1407741985061284,0.13121246111484205,1,The left lane is closed because of a fire. in #Grapevine on I-5 NB after Smokey Bear Rd #LAtraffic http://bit.ly/10F395r ,Total Traffic LA,"(39.86033594435217, -121.4936929518196)",39.86033594435217,-121.4936929518196,POINT (-121.4936929518196 39.86033594435217)
4301,ta traffic accident st response fire em block se foster rd portland portland fire rp,0.1423872478240521,0.14220562507984286,1,"TA1 - TRAFFIC ACCIDENT - 1ST RESPONSE (FIRE & EMS) at 12600 BLOCK OF SE FOSTER RD, PORTLAND, OR [Portland Fire #RP18000094213] 12:19",Mult Co Fire/EMS log,"(39.762116899819475, -121.6196917950623)",39.762116899819475,-121.6196917950623,POINT (-121.6196917950623 39.76211689981947)
4302,ta ped traffic accident pedestrian bike block n interstate ave portland portland fire rp pdx,0.14797154991181274,0.1412968382612511,1,"TA1PED - TRAFFIC ACCIDENT - PEDESTRIAN OR BIKE at 7500 BLOCK OF N INTERSTATE AVE, PORTLAND, OR [Portland Fire #RP18000094218] 12:36 #pdx911",Mult Co Fire/EMS log,"(39.782893225786744, -121.52849059293199)",39.782893225786744,-121.52849059293199,POINT (-121.528490592932 39.78289322578674)
4303,volttattoo made amazing picture camp fire wa affected fire personally co worker friend former co worker friend friend,0.14276212758888826,0.13823404333243342,1,"@12volttattoo made this amazing picture for the Camp Fire. 
I was not affected by the fires personally. I do have co-workers, friends, former co-workers, friends of friends, and all their… https://www.instagram.com/p/BqLOoDRHyEz/?utm_source=ig_twitter_share&igshid=d4xfrbs7aw1e …",Jen Naranjo,"(39.82341933122765, -121.44104705567585)",39.82341933122765,-121.44104705567585,POINT (-121.4410470556759 39.82341933122765)
4304,thanks dailymail showbiz covering fundraiser lisavanderpump put lisafinelove help victim la vega shooting full story click link bio,0.15011923261831298,0.14502713362569014,1,"Thanks dailymail.showbiz for covering the fundraiser that lisavanderpump put on with @lisafinelove to help the victims of the Las Vegas shooting!
For full story, click link in bio and… https://www.instagram.com/p/BqLOs_AglEu/?utm_source=ig_twitter_share&igshid=1k7im279hagdm …",Lobeline PR,"(39.65013083572194, -121.5516333854512)",39.65013083572194,-121.5516333854512,POINT (-121.5516333854512 39.65013083572194)
4305,almaud audible fire alarm block sw barbur blvd portland portland fire rp pdx,0.14410723231492625,0.13700751050748086,1,"ALMAUD - AUDIBLE FIRE ALARM at 3300 BLOCK OF SW BARBUR BLVD, PORTLAND, OR [Portland Fire #RP18000094227] 12:58 #pdx911",Mult Co Fire/EMS log,"(39.899842177406015, -121.58016477096032)",39.899842177406015,-121.58016477096032,POINT (-121.5801647709603 39.89984217740601)
4306,pubast public assist block se th ave portland portland fire rp pdx,0.15010889926896584,0.14802247119238893,1,"PUBAST - PUBLIC ASSIST at 4800 BLOCK OF SE 113TH AVE, PORTLAND, OR [Portland Fire #RP18000094229] 13:06 #pdx911",Mult Co Fire/EMS log,"(39.79503347526, -121.72908950503098)",39.79503347526,-121.72908950503098,POINT (-121.729089505031 39.79503347526)
4307,campfire daily chapel service oronaz half hour afternoon gathering worship encouragement reading scripture prayer oroville church nazarene,0.1365487797108362,0.13495426206342706,1,"#CampFire daily chapel services at OroNaz. For a half an hour each afternoon we are gathering for worship, encouragement, reading of scripture and prayer. @ Oroville Church of the Nazarene https://www.instagram.com/p/BqLOLzwnpqv/?utm_source=ig_twitter_share&igshid=1s4i8fpz9v815 …",OroNaz,"(39.67347687613623, -121.72824310270367)",39.67347687613623,-121.72824310270367,POINT (-121.7282431027037 39.67347687613623)
4308,left lane closed fire grapevine nb smokey bear rd stopped traffic back templin hwy delay min,0.14541871825267616,0.1352693217106634,1,"The left lane is closed because of a fire. in #Grapevine on I-5 NB at Smokey Bear Rd, stopped traffic back to Templin Hwy, delay of 87 mins",Total Traffic LA,"(39.796402455005705, -121.45687241966901)",39.796402455005705,-121.45687241966901,POINT (-121.456872419669 39.7964024550057)
4309,lisavanderpump lisafinelove hosted anniversary fundraiser la vega shooting victim thanks ok magazine covering full story click link bio,0.15035623766153228,0.14310169213785795,1,"lisavanderpump and @lisafinelove hosted an anniversary fundraiser for the Las Vegas shooting victims. Thanks ok!magazine for covering this!
For full story, click link in bio and then… https://www.instagram.com/p/BqLNz4kAJeh/?utm_source=ig_twitter_share&igshid=1wmj983i0k050 …",Lobeline PR,"(39.768910889185534, -121.56275720150879)",39.768910889185534,-121.56275720150879,POINT (-121.5627572015088 39.76891088918553)
4310,sigalert road closed brush fire grapevine nb smokey bear rd stopped traffic back templin hwy,0.1413387216139916,0.136399587301085,1,"!! sigalert !! the road is closed because of a brush fire. in #Grapevine on I-5 NB at Smokey Bear Rd, stopped traffic back to Templin Hwy",Total Traffic LA,"(39.92044026328371, -121.67592793219498)",39.92044026328371,-121.67592793219498,POINT (-121.675927932195 39.92044026328371)
4311,thank much helped donate still collecting donation hope help relieve effected fire come shop,0.14942782742908026,0.14432372721337913,1,Thank you so much to those of you that have helped donate! We are still collecting any and all donations in hopes to help relieve those effected by the fires. Come on up to the shop with… https://www.instagram.com/p/BqLHGcfFoPA/?utm_source=ig_twitter_share&igshid=1r1z7qw7rb73k …,Royal Heritage Tattoo & Piercing,"(39.86230730054187, -121.58158205319374)",39.86230730054187,-121.58158205319374,POINT (-121.5815820531937 39.86230730054187)
4312,med medical block ne sandy blvd portland portland fire rp pdx,0.14530596874680268,0.1280335854684857,1,"MED - MEDICAL at 6100 BLOCK OF NE SANDY BLVD, PORTLAND, OR [Portland Fire #RP18000094203] 11:51 #pdx911",Mult Co Fire/EMS log,"(39.77257702557071, -121.43891103455245)",39.77257702557071,-121.43891103455245,POINT (-121.4389110345524 39.77257702557071)
4313,med medical block se th ave portland portland fire rp pdx,0.14841589830592247,0.14002555460286728,1,"MED - MEDICAL at 1400 BLOCK OF SE 107TH AVE, PORTLAND, OR [Portland Fire #RP18000094205] 11:56 #pdx911",Mult Co Fire/EMS log,"(39.73155789476003, -121.61999273470941)",39.73155789476003,-121.61999273470941,POINT (-121.6199927347094 39.73155789476003)
4314,med medical block nw irving st portland portland fire rp pdx,0.14432913948341422,0.13491376404612046,1,"MED - MEDICAL at 600 BLOCK OF NW IRVING ST, PORTLAND, OR [Portland Fire #RP18000094207] 12:00 #pdx911",Mult Co Fire/EMS log,"(39.747182101799346, -121.62167865019333)",39.747182101799346,-121.62167865019333,POINT (-121.6216786501933 39.74718210179935)
4315,med medical block ne martin luther king jr blvd portland portland fire rp pdx,0.14653923261113902,0.13867444305342538,1,"MED - MEDICAL at 4900 BLOCK OF NE MARTIN LUTHER KING JR BLVD, PORTLAND, OR [Portland Fire #RP18000094209] 12:04 #pdx911",Mult Co Fire/EMS log,"(39.83047668715963, -121.67351042431558)",39.83047668715963,-121.67351042431558,POINT (-121.6735104243156 39.83047668715963)
4316,med medical block ne weidler st portland portland fire rp pdx,0.14479618408252787,0.13914296330994588,1,"MED - MEDICAL at 2200 BLOCK OF NE WEIDLER ST, PORTLAND, OR [Portland Fire #RP18000094214] 12:21 #pdx911",Mult Co Fire/EMS log,"(39.87292124099154, -121.56058429457312)",39.87292124099154,-121.56058429457312,POINT (-121.5605842945731 39.87292124099154)
